0,12.3130261898,12.3130261898,12.3130261898
1,7.9236168861,10.1183215380,10.1183215380
2,4.9604182243,8.3990204334,8.3990204334
3,9.4183573723,8.6538546681,8.6538546681
4,4.9887325764,7.9208302498,7.9208302498
5,6.4777357578,7.6803145011,7.6803145011
6,4.9522511959,7.2905911718,7.2905911718
7,4.9230637550,6.9946502447,6.9946502447
8,9.3748953342,7.2591219213,7.2591219213
9,7.8969831467,7.3229080439,7.3229080439
10,5.0120308399,6.5928085089,7.1128282980
11,9.3689353466,6.7373403549,7.3008372188
12,15.3437674046,7.7756752729,7.9195241561
13,4.9245810509,7.3262976408,7.7055996486
14,9.3863348961,7.7660578728,7.8176486651
15,9.3797633648,8.0562606335,7.9152808338
16,6.4540448189,8.2064399958,7.8293257741
17,19.7606704235,9.6902006626,8.4921782547
18,5.0319571495,9.2559068441,8.3100613544
19,10.9468536377,9.5608938932,8.4419009686
20,7.8810527325,9.8477960825,8.4151939097
21,4.9325976372,9.4041623116,8.2568940791
22,10.8434245586,8.9541280270,8.3693519261
23,7.8908598423,9.2507559061,8.3494147559
24,12.4215495586,9.5542773724,8.5123001480
25,6.4989490509,9.2661959410,8.4348635674
26,13.8972649574,10.0105179548,8.6371747299
27,4.9223325253,8.5266841650,8.5045017941
28,16.6788618565,9.6913746357,8.7863762790
29,7.9439182281,9.3910810947,8.7582943439
30,9.3815460205,9.5411304235,8.7783992367
31,33.5514953136,12.4030201912,9.5525584891
32,7.9067852497,12.1093562603,9.5026865728
33,26.9812974930,14.0184000254,10.0167633646
34,10.8624961376,13.8624946833,10.0409271581
35,7.9417567253,14.0067754507,9.9826168683
36,7.8690071106,13.4039496660,9.9254922802
37,4.9221944809,13.4039358616,9.7938265487
38,6.4459233284,12.3806420088,9.7079828764
39,10.8225400448,12.6685041904,9.7358468056
40,16.7827754021,13.4086271286,9.9077231128
41,4.9027528763,10.5437528849,9.7885571548
42,4.9004018307,10.2431145430,9.6748791240
43,12.3794169426,8.7829264879,9.7363458926
44,13.8118689060,9.0778637648,9.8269130707
45,4.9371926785,8.7774073601,9.7206148013
46,5.0261883736,8.4931254864,9.6207333879
47,7.9254786968,8.7934539080,9.5854155819
48,6.3908214569,8.7879437208,9.5202197834
49,6.4667339325,8.3523631096,9.4591500664
50,9.3444585800,7.6085314274,9.4569012137
51,4.9625365734,7.6145097971,9.3704711245
52,7.8797540665,7.9124450207,9.3423443875
53,24.3772315979,9.1122264862,9.6207682248
54,15.3298394680,9.2640235424,9.7245695201
55,13.7944412231,10.1497483969,9.7972458005
56,10.8507611752,10.7322056770,9.8157285264
57,4.9148144722,10.4311392546,9.7312300082
58,12.4062914848,11.0326862574,9.7765700332
59,4.9164550304,10.8776583672,9.6955681165
60,6.4904808998,10.5922605991,9.6430257031
61,24.3447055817,12.5304775000,9.8801495721
62,6.4425559044,12.3867576838,9.8255845933
63,24.4198665619,12.3910211802,10.0536202490
64,19.7025041580,12.8282876492,10.2020646169
65,19.6403896809,13.4128824949,10.3450695421
66,6.4734146595,12.9751478434,10.2872836483
67,5.0223486423,12.9859012604,10.2098581335
68,18.3144817352,13.5767202854,10.3273164466
69,6.4071831703,13.7257930994,10.2713145426
70,29.6350398064,16.0402489901,10.5440430675
71,9.3713598251,14.5429144144,10.5277558002
72,6.4998681545,14.5486456394,10.4725792571
73,7.9403038025,12.9006893635,10.4383593186
74,24.3995425701,13.3703932047,10.6245084286
75,120.2664084435,23.4329950809,12.0671650077
76,111.5968046188,33.9453340769,13.3597577299
77,6.4056017399,34.0836593866,13.2706018839
78,10.9458873272,33.3467999458,13.2411751174
79,53.4077904224,38.0468606710,13.7432578087
80,55.6002633572,40.6433830261,14.2600109636
81,58.7307989597,45.5793269396,14.8023376465
82,12.3627216816,46.1656122923,14.7729446831
83,10.9107518196,46.4626570940,14.7269661966
84,5.0308139324,44.5257842302,14.6128938170
85,7.8615632057,33.2852997065,14.5343899727
86,34.8272356987,25.6083428144,14.7676410730
87,6.4742834568,25.6152109861,14.6733983728
88,107.0870497227,35.2293272257,15.7117540059
89,33.4949452877,33.2380427122,15.9093450202
90,151.8156661987,42.8595829964,17.4028210771
91,18.2657897472,38.8130820751,17.4122011713
92,100.4285829067,47.6196681976,18.3048504373
93,117.0450918674,58.2331022024,19.3552785376
94,24.3577976227,60.1658005714,19.4079366333
95,25.7503197193,61.9546762228,19.4740031237
96,18.3212211132,60.3040747643,19.4621187731
97,18.2701973915,61.4836661577,19.4499563100
98,6.4472973347,51.4196909189,19.3186163204
99,9.3107609749,49.0012724876,19.2185377669
100,47.3565607071,38.5553619385,19.4971320535
101,7.8998842239,37.5187713861,19.3834335453
