1,0.0000305688,0.0033351094,4.9200000763
2,0.0000236393,0.0136471186,5.0050001144
3,0.0000214540,0.0033350640,5.0880000591
4,0.0000176361,0.0033343998,5.1719999313
5,0.0000043237,0.0033351523,5.2509999275
6,0.0000313504,0.0033346985,5.3310000896
7,0.0000252414,0.0033345539,5.4089999199
8,0.0000377563,0.0033349127,5.4879999161
9,0.0000502348,0.0033347334,5.5650000572
10,0.0000463478,0.0033354962,5.6430001259
11,0.0000426964,0.0033347409,5.7260000706
12,0.0000405121,0.0033350706,5.8080000877
13,0.0000534543,0.0033353453,5.8880000114
14,0.0000544318,0.0033350021,5.9709999561
15,0.0000443134,0.0033348273,6.0499999523
16,0.0000384737,0.0033346426,6.1310000420
17,0.0000577600,0.0033346242,6.2100000381
18,0.0000531182,0.0033346503,6.2869999409
19,0.0000658282,0.0033347630,6.3670001030
20,0.0000506733,0.0033344361,6.4449999332
21,0.0000654945,0.0033347523,6.5250000954
22,0.0000505408,0.0033348990,6.6040000916
23,0.0000826582,0.0033346580,6.6819999218
24,0.0000594370,0.0033345562,6.7639999390
25,0.0000981331,0.0033346373,6.8429999352
1,0.0000473065,0.0033340382,2.7599999905
2,0.0000094666,0.0033343437,2.8380000591
3,0.0000619584,0.0033342827,2.9140000343
4,0.0000536110,0.0033340212,2.9900000095
5,0.0000320246,0.0033343299,3.0670001507
6,0.0000372824,0.0136477333,3.1420001984
7,0.0000664782,0.0033338175,3.2170000076
8,0.0000592642,0.0033339146,3.2940001488
9,0.0000594795,0.0033339649,3.3700001240
10,0.0000644398,0.0033339837,3.4460000992
11,0.0000794987,0.0033337965,3.5220000744
12,0.0000456024,0.0033340377,3.6000001431
13,0.0000540466,0.0033337551,0.0769999027
14,0.0000702228,0.0033339704,0.1529998779
15,0.0000585225,0.0033336037,0.2300000191
16,0.0000946128,0.0033338666,0.3059999943
17,0.0000705701,0.0136481384,0.3829998970
18,0.0000870486,0.0033338417,0.4589998722
19,0.0000696323,0.0033337479,0.5369999409
20,0.0000929554,0.0033345218,0.6129999161
21,0.0000832148,0.0033338303,0.6900000572
22,0.0000935971,0.0033336105,0.7669999599
23,0.0001020360,0.0033335781,0.8429999352
24,0.0001136399,0.0033334927,0.9200000763
25,0.0001003741,0.0033334829,0.9960000515
26,0.0000943358,0.0033335609,1.0729999542
27,0.0001205633,0.0033341071,1.1499998569
28,0.0001059858,0.0033339094,1.2269999981
29,0.0001088263,0.0033341353,1.3029999733
30,0.0001305089,0.0033342936,1.3789999485
31,0.0001377150,0.0033338806,1.4560000896
32,0.0001306540,0.0136493864,1.5320000648
33,0.0001175665,0.0033337544,1.6080000401
34,0.0001661530,0.0033340410,1.6849999428
35,0.0001295363,0.0033342638,1.7609999180
36,0.0001386708,0.0033338731,1.8399999142
37,0.0001338112,0.0033347807,1.9159998894
38,0.0001472678,0.0033339409,1.9930000305
39,0.0001258987,0.0033335313,2.0699999332
40,0.0001760847,0.0033338286,2.1470000744
41,0.0001448852,0.0033338098,2.2249999046
42,0.0001449823,0.0033334410,2.3020000458
43,0.0001574651,0.0033338871,2.3789999485
44,0.0001515321,0.0033334130,2.4560000896
45,0.0001524037,0.0033340068,2.5329999924
46,0.0001849576,0.0033341437,2.6080000401
47,0.0001862308,0.0033343430,2.6859998703
48,0.0001810819,0.0033342945,2.7639999390
49,0.0001799860,0.0033349693,2.8420000076
50,0.0001860510,0.0033346608,2.9189999104
51,0.0001504406,0.0033335714,2.9960000515
52,0.0001731372,0.0033344515,3.0709998608
53,0.0002120399,0.0033343679,3.1499998569
54,0.0002010346,0.0033348023,3.2260000706
55,0.0002116503,0.0033344135,3.3029999733
56,0.0002359989,0.0033342678,3.3789999485
57,0.0001878234,0.0033349395,3.4549999237
58,0.0002096623,0.0033347602,3.5309998989
59,0.0002077040,0.0033347635,3.6069998741
60,0.0002058688,0.0033345139,3.6859998703
61,0.0002037831,0.0033348941,3.7620000839
62,0.0002511813,0.0033337914,3.8439998627
63,0.0002036473,0.0033345446,3.9210000038
64,0.0002251456,0.0033340061,3.9969999790
65,0.0002218660,0.0033350613,4.0729999542
66,0.0002122227,0.0033343963,4.1499998569
67,0.0002523115,0.0033343337,4.2290000916
68,0.0002239299,0.0033347199,4.3059999943
69,0.0002776010,0.0033348270,4.3819999695
70,0.0002862946,0.0033346964,4.4570000172
71,0.0002832518,0.0033348680,4.5339999199
72,0.0002440993,0.0033342601,4.6110000610
73,0.0002773937,0.0033349576,4.6870000362
74,0.0002708626,0.0033347239,4.7639999390
75,0.0002558753,0.0033355774,4.8410000801
76,0.0002476074,0.0033346284,0.0780000687
77,0.0002515045,0.0033348072,0.1570000648
78,0.0002595791,0.0033348249,0.2330000401
79,0.0002685593,0.0033349080,0.3099999428
80,0.0002660523,0.0033351299,0.3870000839
81,0.0002769061,0.0033345548,0.4639999866
82,0.0002787205,0.0033356063,0.5420000553
83,0.0002966668,0.0033356876,0.6219999790
84,0.0002836314,0.0033349881,0.6990001202
85,0.0003280003,0.0033362210,0.7750000954
86,0.0003337248,0.0033352785,0.8550000191
87,0.0003427300,0.0033341246,0.9320001602
88,0.0003055272,0.0033359460,1.0110001564
89,0.0003170872,0.0033345106,1.0880000591
90,0.0003012949,0.0033344682,1.1670000553
91,0.0003370712,0.0136551848,1.2460000515
92,0.0003334059,0.0033347048,1.3229999542
93,0.0003412956,0.0033359705,1.4010000229
94,0.0003664770,0.0033354922,1.4790000916
95,0.0003398938,0.0033361476,1.5559999943
96,0.0003562965,0.0136528797,1.6349999905
97,0.0003578691,0.0033349609,1.7130000591
98,0.0003429321,0.0033356843,1.7910001278
99,0.0003390379,0.0033344273,1.8710000515
100,0.0003504794,0.0033354412,1.9509999752
101,0.0003632135,0.0033361339,2.0290000439
102,0.0004122131,0.0033359737,2.1059999466
103,0.0003743565,0.0033351802,2.1849999428
104,0.0004397826,0.0033367176,2.2620000839
105,0.0004006079,0.0033374806,2.3389999866
106,0.0004038059,0.0033343094,2.4170000553
107,0.0004016119,0.0033372552,2.4930000305
108,0.0004116971,0.0033371458,2.5720000267
109,0.0003940222,0.0033365681,2.6500000954
110,0.0004420742,0.0033352338,2.7280001640
111,0.0004361135,0.0033372808,2.8059999943
112,0.0004225658,0.0033370932,0.0850000381
113,0.0004643520,0.0033379812,0.1649999619
114,0.0004159125,0.0033372706,0.2460000515
115,0.0004413722,0.0033375663,0.3250000477
116,0.0004750685,0.0033378422,0.4059998989
117,0.0004306153,0.0033366461,0.4839999676
118,0.0004523806,0.0033354072,0.5610001087
119,0.0004365766,0.0033362671,0.6389999390
120,0.0004284703,0.0033348450,0.7160000801
121,0.0005132256,0.0033366559,0.0789999962
122,0.0004614963,0.0033378561,0.1550002098
123,0.0004734819,0.0033353011,0.2320001125
124,0.0004856858,0.0033376846,0.3080000877
125,0.0004636963,0.0033352771,0.3849999905
126,0.0005282963,0.0033396739,0.4620001316
127,0.0005400075,0.0033371635,0.5390000343
128,0.0005000785,0.0033375055,0.6170001030
129,0.0005089000,0.0033373556,0.6940000057
130,0.0005716139,0.0033380778,0.7720000744
131,0.0005095969,0.0033355947,0.0789999962
132,0.0005083724,0.0033399398,0.1570000648
133,0.0005148393,0.0033357637,0.2330000401
134,0.0005215738,0.0033374052,0.3109998703
135,0.0005297690,0.0033367847,0.3880000114
136,0.0005266363,0.0033385258,0.4670000076
137,0.0005651042,0.0033359814,0.5460000038
138,0.0005612805,0.0033384140,0.6229999065
139,0.0005471404,0.0033375951,0.7000000477
140,0.0005663971,0.0033369372,0.0799999237
141,0.0005411944,0.0033385071,0.1589999199
142,0.0006126514,0.0033372769,0.2360000610
143,0.0005712154,0.0239896923,0.3139998913
144,0.0005889969,0.0033380950,0.3919999599
145,0.0005722282,0.0033394140,0.4689998627
146,0.0005634566,0.0033359330,0.5469999313
147,0.0006138278,0.0033373591,0.6229999065
148,0.0005752139,0.0033383975,0.6989998817
149,0.0006280321,0.0033389637,0.0840001106
150,0.0006120112,0.0033367525,0.1620001793
151,0.0006057612,0.0033379514,0.2400000095
152,0.0006047825,0.0033390082,0.3160002232
153,0.0006367764,0.0033378804,0.3940000534
154,0.0006360423,0.0033400061,0.4710001945
155,0.0006621001,0.0033352401,0.5490000248
156,0.0006322667,0.0033399560,0.6280000210
157,0.0006262249,0.0033391675,0.7070000172
158,0.0006553761,0.0033394517,0.7850000858
159,0.0006344768,0.0033378727,0.0789999962
160,0.0006573977,0.0033386634,0.1570000648
161,0.0006508484,0.0033368368,0.2349998951
162,0.0006929189,0.0033362065,0.3120000362
163,0.0007005390,0.0033400725,0.3899998665
164,0.0006725671,0.0033386333,0.4679999352
165,0.0006986992,0.0033343150,0.5469999313
166,0.0006856522,0.0033355490,0.6250000000
167,0.0007027706,0.0033384517,0.0789999962
168,0.0007038981,0.0033353893,0.1589999199
169,0.0007155262,0.0033408504,0.2369999886
170,0.0007598667,0.0033411589,0.3150000572
171,0.0007232913,0.0033391551,0.3940000534
172,0.0007355369,0.0033363458,0.4730000496
173,0.0007217703,0.0033389977,0.5509998798
174,0.0007344614,0.0033407994,0.6280000210
175,0.0007726888,0.0033384550,0.7059998512
176,0.0007395736,0.0033403696,0.7829999924
177,0.0007884403,0.0033374154,0.8610000610
178,0.0007574182,0.0033376531,0.9400000572
179,0.0007722310,0.0033373216,1.0169999599
180,0.0007701782,0.0033362661,1.0950000286
181,0.0007871535,0.0033403211,1.1719999313
182,0.0007869042,0.0033439060,1.2509999275
183,0.0007840387,0.0033378964,1.3269999027
184,0.0008524325,0.0033403514,1.4029998779
185,0.0007967979,0.0033374969,1.4809999466
186,0.0007965897,0.0033363865,1.5579998493
187,0.0008230033,0.0033409889,1.6359999180
188,0.0008494548,0.0033394366,1.7139999866
189,0.0008329978,0.0033427170,1.7909998894
190,0.0008538326,0.0033368536,1.8680000305
191,0.0008255049,0.0033417239,1.9449999332
192,0.0008316440,0.0033377470,2.0220000744
193,0.0008381084,0.0033430834,2.0999999046
194,0.0009206349,0.0136697059,2.1770000458
195,0.0009269982,0.0033407882,0.0839998722
196,0.0008711531,0.0033383286,0.1659998894
197,0.0009240380,0.0033369078,0.2479999065
198,0.0009140927,0.0033411854,0.3280000687
199,0.0008901019,0.0033388874,0.4059998989
200,0.0009109312,0.0033393048,0.4830000401
201,0.0008872795,0.0136701744,0.5599999428
202,0.0009270260,0.0033389204,0.6380000114
203,0.0009101441,0.0033385868,0.7149999142
204,0.0009585276,0.0033361220,0.7950000763
205,0.0009316301,0.0033376897,0.8740000725
206,0.0009691033,0.0033400557,0.9519999027
207,0.0009385518,0.0033413847,1.0290000439
208,0.0009386405,0.0033396969,1.1069998741
209,0.0009909869,0.0033393325,1.1859998703
210,0.0009642810,0.0033407379,1.2639999390
211,0.0009949470,0.0033397290,1.3429999352
212,0.0009579990,0.0033461936,1.4210000038
213,0.0009574284,0.0033460541,1.4990000725
214,0.0010123474,0.0033402941,1.5769999027
215,0.0010325905,0.0033429635,1.6579999924
216,0.0009928612,0.0033388357,1.7360000610
217,0.0010327663,0.0033364287,1.8129999638
218,0.0010420540,0.0033431272,1.8910000324
219,0.0010917761,0.0033418415,1.9689998627
220,0.0010406717,0.0033397721,2.0479998589
221,0.0010321443,0.0033362946,0.0789999962
222,0.0010483109,0.0033343250,0.1600000858
223,0.0010262135,0.0033366876,0.2390000820
224,0.0010932799,0.0033379341,0.3199999332
225,0.0011395363,0.0033357935,0.3989999294
226,0.0010442522,0.0033387607,0.4779999256
227,0.0011161081,0.0033446727,0.5580000877
228,0.0010902500,0.0240096189,0.6359999180
229,0.0011333997,0.0136762811,0.7139999866
230,0.0010657405,0.0033383530,0.7909998894
231,0.0010901503,0.0033449391,0.8740000725
232,0.0010916332,0.0033430518,0.9530000687
233,0.0011058461,0.0033451018,1.0329999924
234,0.0011032169,0.0033374608,1.1119999886
235,0.0011385716,0.0136741409,1.1919999123
236,0.0011398158,0.0033376715,1.2699999809
237,0.0011042461,0.0033405139,1.3499999046
238,0.0011772654,0.0033433049,1.4289999008
239,0.0011194705,0.0033433363,1.5079998970
240,0.0012453601,0.0033425109,1.5850000381
241,0.0011479926,0.0033422671,1.6659998894
242,0.0011715045,0.0033390787,1.7430000305
243,0.0011381642,0.0033391924,1.8210000992
244,0.0011653227,0.0033437992,1.9000000954
245,0.0012008987,0.0033379621,1.9800000191
246,0.0011878805,0.0033390634,2.0580000877
247,0.0012252277,0.0136778755,2.1370000839
248,0.0012244196,0.0033381302,2.2149999142
249,0.0012234100,0.0033444383,2.2929999828
250,0.0012276695,0.0033470117,2.3710000515
251,0.0012305153,0.0033389181,2.4489998817
252,0.0012468097,0.0033502830,2.5280001163
253,0.0012425778,0.0033400194,2.6050000191
254,0.0012154119,0.0033408445,2.6840000153
255,0.0013286012,0.0033461056,2.7630000114
256,0.0012372023,0.0033383151,2.8420000076
257,0.0012661309,0.0033376040,2.9219999313
258,0.0012703814,0.0033321853,3.0009999275
259,0.0012484587,0.0033432555,3.0820000172
260,0.0013765607,0.0033446662,3.1589999199
261,0.0012923429,0.0033398841,3.2379999161
262,0.0013058590,0.0033505645,3.3159999847
263,0.0013204755,0.0033433109,3.3910000324
264,0.0013134567,0.0033405465,3.4679999352
265,0.0013140140,0.0033447943,3.5480000973
266,0.0013199702,0.0033380473,3.6250000000
267,0.0013036074,0.0033433847,3.7030000687
268,0.0013541833,0.0033378846,3.7799999714
269,0.0013344827,0.0033459580,3.8599998951
270,0.0013505770,0.0033386787,3.9379999638
271,0.0013454970,0.0033498774,4.0160000324
272,0.0014058091,0.0033397495,4.0940001011
273,0.0013845790,0.0033403416,4.1759998798
274,0.0013943589,0.0033498337,4.2539999485
275,0.0014306487,0.0033425423,4.3329999447
276,0.0014105435,0.0033466832,4.4100000858
277,0.0014233685,0.0033424271,4.4900000095
278,0.0014634726,0.0136894500,4.5680000782
279,0.0014815765,0.0033428599,4.6470000744
280,0.0015094543,0.0033402443,4.7239999771
281,0.0014324111,0.0033409349,4.8029999733
282,0.0014451686,0.0033387719,4.8810000420
283,0.0014875890,0.0033470667,4.9600000381
284,0.0014990090,0.0033429805,0.0830001831
285,0.0014914654,0.0033421081,0.1640000343
286,0.0015381392,0.0033453472,0.2430000305
287,0.0015786483,0.0033366485,0.3240001202
288,0.0015182248,0.0033473023,0.4040000439
289,0.0014980874,0.0033411216,0.4830000401
290,0.0015146686,0.0033343844,0.5630002022
291,0.0015334664,0.0033481338,0.6430001259
